"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"PickCrafter","0","0","15","0","1.00","1.00","0.07","0.08","-14.3","0.36","0.08","47","0.49","2017-12-15","734750"
"Streets of Rogue","0","0","15","0","0.50","0.50","0.03","0.02","33.3","0.04","0.04","2091","0.21","2017-12-14","512900"
"Of Guards And Thieves","0","0","15","0","0.85","0.85","0.06","0.04","33.3","0.08","0.33","32","0.42","2017-12-07","302590"
"WORLD OF FINAL FANTASY","0","0","15","0","0.86","0.86","0.06","0.06","0.0","0.17","0.05","184","0.42","2017-11-21","552700"
"Phoenix Dynasty 2","0","0","15","0","1.20","1.20","0.08","0.05","37.5","0.17","0.64","22","0.56","2017-11-09","621880"
"Nioh: Complete Edition","0","0","15","0","0.60","0.60","0.04","0.02","50.0","0.04","0.04","1462","0.28","2017-11-07","485510"
"Chinese Paladin：Sword and Fairy","0","0","15","0","1.03","1.03","0.07","0.06","14.3","0.06","0.04","47","0.49","2017-10-27","695630"
"Comedy Night","0","0","15","0","0.46","0.46","0.03","0.02","33.3","0.06","0.06","628","0.21","2017-10-26","665360"
"Dragon's Prophet Turkiye","0","0","15","0","2.69","2.69","0.18","0.14","22.2","0.70","3.06","16","1.25","2017-10-24","657860"
"Yono and the Celestial Elephants","0","0","15","0","0.80","0.80","0.05","0.03","40.0","0.18","0.04","78","0.35","2017-10-12","602430"
"Middle-earth™: Shadow of War™","0","0","15","0","0.60","0.60","0.04","0.03","25.0","0.05","0.05","4157","0.28","2017-10-11","356190"
"Deadbeat Heroes","0","0","15","0","0.63","0.63","0.04","0.03","25.0","0.03","0.03","164","0.28","2017-10-11","614090"
"Water Planet","0","0","15","0","0.84","0.84","0.06","N/A","0.0","0.71","0.46","36","0.42","2017-10-08","580520"
"Castle Clicker","0","0","15","0","0.90","0.90","0.06","0.04","33.3","1.34","0.19","43","0.42","2017-10-08","704040"
"Franchise Hockey Manager 4","0","0","15","0","0.97","0.97","0.06","0.78","-1,200.0","0.53","2.32","46","0.42","2017-10-06","595420"
"The Cleansing","0","0","15","0","1.26","1.26","0.08","0.14","-75.0","6.25","1.80","20","0.56","2017-10-05","625580"
"Sniper Fury","0","0","15","0","1.02","1.02","0.07","0.05","28.6","0.07","0.07","85","0.49","2017-09-22","591740"
"Wo Yao Da","0","0","15","0","0.51","0.51","0.03","0.02","33.3","0.15","0.09","156","0.21","2017-09-17","636960"
"Klang","0","0","15","0","0.63","0.63","0.04","1.58","-3,850.0","1.83","0.18","78","0.28","2017-09-11","412660"
"Wildlife Park 3","0","0","15","0","0.64","0.64","0.04","0.04","0.0","0.10","37.26","183","0.28","2017-08-08","287200"
"LawBreakers","0","0","15","0","0.94","0.94","0.06","0.06","0.0","0.21","0.39","75","0.42","2017-08-07","350280"
"The Legend of Heroes: Trails of Cold Steel","0","0","15","0","0.98","0.98","0.07","0.06","14.3","0.06","0.12","143","0.49","2017-08-02","538680"
"Gigantic","0","0","15","0","0.94","0.94","0.06","0.06","0.0","0.32","0.13","58","0.42","2017-07-20","327690"
"Star Trek Timelines","0","0","15","0","0.97","0.97","0.06","0.14","-133.3","0.50","0.17","122","0.42","2017-07-12","600750"
"Skull Ball Heroes","0","0","15","0","0.73","0.73","0.05","0.04","20.0","2.54","0.05","73","0.35","2017-07-12","521330"
"Savant - Ascent","0","0","15","0","0.55","0.55","0.04","0.05","-25.0","0.03","0.03","193","0.28","2017-06-22","259530"
"THE KING OF FIGHTERS XIV STEAM EDITION","0","0","15","0","0.55","0.55","0.04","0.03","25.0","0.05","0.05","195","0.28","2017-06-15","571260"
"Metal Waltz","0","0","15","0","0.93","0.93","0.06","0.07","-16.7","0.07","0.21","44","0.42","2017-06-07","581130"
"Landless","0","0","15","0","1.26","1.26","0.08","N/A","0.0","1.77","0.16","25","0.56","2017-06-07","617030"
"Pacer","0","0","15","0","0.66","0.66","0.04","0.06","-50.0","0.18","0.07","94","0.28","2017-05-31","389670"
"Super Army of Tentacles 3: The Search for Army of Tentacles 2","0","0","15","0","0.75","0.75","0.05","0.05","0.0","0.04","0.03","101","0.35","2017-05-31","592200"
"Friday the 13th: The Game","0","0","15","0","0.61","0.61","0.04","0.03","25.0","0.05","0.05","1784","0.28","2017-05-26","438740"
"Puzzle Showdown 4K","0","0","15","0","0.88","0.88","0.06","0.70","-1,066.7","2.22","3.60","24","0.42","2017-05-25","631220"
"sphereFACE","0","0","15","0","0.64","0.64","0.04","N/A","0.0","1.74","0.79","59","0.28","2017-05-20","485680"
"Andarilho","0","0","15","0","0.45","0.45","0.03","0.02","33.3","0.05","0.05","1030","0.21","2017-05-19","450860"
"The Legend of Heroes: Trails in the Sky the 3rd","0","0","15","0","1.12","1.12","0.07","0.07","0.0","0.28","0.16","106","0.49","2017-05-03","436670"
"Warhammer 40,000: Dawn of War III","0","0","15","0","0.60","0.60","0.04","0.02","50.0","0.04","0.15","499","0.28","2017-04-27","285190"
"Mega Overload","0","0","15","0","1.27","1.27","0.08","0.09","-12.5","1.04","0.83","23","0.56","2017-04-25","613130"
"BeamNG.drive","0","0","15","0","0.60","0.60","0.04","0.02","50.0","0.04","0.04","4776","0.28","2017-04-18","284160"
"Death Road to Canada","0","0","15","0","0.57","0.57","0.04","0.02","50.0","0.06","0.05","501","0.28","2017-03-31","252610"
"NightZ","0","0","15","0","0.55","0.55","0.04","0.04","0.0","0.03","0.03","223","0.28","2017-03-22","548480"
"Kautic - The Bald Wizard","0","0","15","0","0.52","0.52","0.03","0.02","33.3","0.03","0.05","152","0.21","2017-03-04","600530"
"Einlanzer","0","0","15","0","0.64","0.64","0.04","0.11","-175.0","1.09","0.14","43","0.28","2017-03-02","553760"
"River City Ransom: Underground","0","0","15","0","0.56","0.56","0.04","0.03","25.0","0.07","0.06","192","0.28","2017-02-28","422810"
"JET HERO","0","0","15","0","0.63","0.63","0.04","1.96","-4,800.0","1.89","0.24","95","0.28","2017-02-17","586060"
"Animal Lover","0","0","15","0","0.62","0.62","0.04","0.20","-400.0","0.06","0.06","108","0.28","2017-02-16","542200"
"Holy Potatoes! We’re in Space?!","0","0","15","0","0.55","0.55","0.04","0.02","50.0","0.03","0.03","376","0.28","2017-02-08","505730"
"Phoning Home","0","0","15","0","0.67","0.67","0.04","0.04","0.0","0.04","0.04","134","0.28","2017-02-02","431650"
"FETCH","0","0","15","0","0.71","0.71","0.05","0.14","-180.0","0.38","0.79","47","0.35","2017-01-25","549190"
"A House of Many Doors","0","0","15","0","1.08","1.08","0.07","0.11","-57.1","0.12","0.08","35","0.49","2017-01-15","437250"
"Kokurase","0","0","15","0","1.11","1.11","0.07","0.06","14.3","0.99","0.84","39","0.49","2016-12-16","520910"
"Lost Socks: Naughty Brothers","0","0","15","0","1.91","1.91","0.13","0.19","-46.2","0.04","0.07","142","0.90","2016-12-13","501480"
"Influent","0","0","15","0","0.69","0.69","0.05","0.10","-100.0","0.05","0.04","87","0.35","2016-12-11","274980"
"Indie Game Sim","0","0","15","0","1.03","1.03","0.07","1.76","-2,414.3","87.89","0.53","28","0.49","2016-12-08","549740"
"Fireflies","0","0","15","0","1.56","1.56","0.10","0.06","40.0","0.05","2.69","50","0.70","2016-12-06","396530"
"Franchise Hockey Manager 3","0","0","15","0","1.80","1.80","0.12","N/A","0.0","0.46","14.69","22","0.83","2016-12-05","465660"
"Iron Sky Invasion","0","0","15","0","0.60","0.60","0.04","0.02","50.0","0.03","0.03","1622","0.28","2016-11-04","224900"
"FIVE: Champions of Canaan","0","0","15","0","0.72","0.72","0.05","0.03","40.0","0.10","0.43","71","0.35","2016-10-26","492870"
"Masquerada: Songs and Shadows","0","0","15","0","0.60","0.60","0.04","0.03","25.0","0.04","0.06","176","0.28","2016-09-30","459090"
"Dream Dealer","0","0","15","0","0.74","0.74","0.05","0.05","0.0","0.05","0.67","113","0.35","2016-09-27","532030"
"Virginia","0","0","15","0","0.62","0.62","0.04","0.02","50.0","0.04","0.03","160","0.28","2016-09-24","374030"
"Heroes of the Monkey Tavern","0","0","15","0","0.68","0.68","0.05","0.06","-20.0","0.36","0.28","88","0.35","2016-09-08","492500"
"A Quiver of Crows","0","0","15","0","0.77","0.77","0.05","0.40","-700.0","6.37","0.53","33","0.35","2016-09-03","347280"
"Domain Defense","0","0","15","0","0.84","0.84","0.06","0.05","16.7","0.18","1.01","24","0.42","2016-07-15","455960"
"Don't Move","0","0","15","0","42.25","42.25","2.82","0.88","68.8","25.24","30.35","8","19.62","2016-06-29","334350"
"Maze Lord","0","0","15","0","0.65","0.65","0.04","0.03","25.0","0.16","0.03","126","0.28","2016-06-17","450190"
"Cursed","0","0","15","0","0.68","0.68","0.05","0.05","0.0","0.07","0.24","153","0.35","2016-06-17","431260"
"Sakura Dungeon","0","0","15","0","0.97","0.97","0.06","0.05","16.7","0.07","0.47","137","0.42","2016-06-12","407330"
"Forgotten Tales: Day of the Dead","0","0","15","0","0.67","0.67","0.04","0.09","-125.0","0.05","0.05","59","0.28","2016-05-28","453770"
"Siralim 2","0","0","15","0","0.83","0.83","0.06","0.21","-250.0","2.27","0.09","56","0.42","2016-05-28","464620"
"Blueprint Tycoon","0","0","15","0","0.57","0.57","0.04","0.02","50.0","0.05","0.03","179","0.28","2016-05-06","454060"
"Aselia the Eternal -The Spirit of Eternity Sword-","0","0","15","0","1.30","1.30","0.09","0.06","33.3","1.27","0.57","47","0.63","2016-05-04","445420"
"DARIUSBURST Chronicle Saviours","0","0","15","0","0.70","0.70","0.05","0.10","-100.0","0.18","0.28","81","0.35","2016-04-22","377870"
"Bacteria","0","0","15","0","0.45","0.45","0.03","0.02","33.3","0.03","0.03","1551","0.21","2016-03-21","448470"
"Street Fighter V","0","0","15","0","0.60","0.60","0.04","0.03","25.0","0.04","0.04","3073","0.28","2016-03-07","310950"
"Marcus Level","0","0","15","0","0.61","0.61","0.04","0.03","25.0","0.69","0.03","117","0.28","2016-01-21","417480"
"Rabi-Ribi","0","0","15","0","0.97","0.97","0.06","0.05","16.7","0.06","0.49","218","0.42","2016-01-20","400910"
"Vendetta - Curse of Raven's Cry","0","0","15","0","0.62","0.62","0.04","0.02","50.0","0.03","0.03","909","0.28","2015-12-11","386280"
"FIVE: Guardians of David","0","0","15","0","0.71","0.71","0.05","0.03","40.0","0.05","0.06","91","0.35","2015-11-25","387010"
"Bunker - The Underground Game","0","0","15","0","0.55","0.55","0.04","0.02","50.0","0.03","0.19","206","0.28","2015-11-12","354180"
"Dungeon Defenders II","0","0","15","0","0.78","0.78","0.05","0.05","0.0","0.06","0.06","135","0.35","2015-11-10","236110"
"Darksiders II Deathinitive Edition","0","0","15","0","0.61","0.61","0.04","0.03","25.0","0.03","0.03","946","0.28","2015-11-05","388410"
"Chaos Reborn","0","0","15","0","0.59","0.59","0.04","0.03","25.0","0.07","0.09","197","0.28","2015-10-29","319050"
"WAKFU","0","0","15","0","1.11","1.11","0.07","0.05","28.6","0.11","0.10","67","0.49","2015-10-22","215080"
"Pixel Galaxy","0","0","15","0","0.60","0.60","0.04","0.03","25.0","0.04","0.03","152","0.28","2015-10-06","370480"
"Game Corp DX","0","0","15","0","0.50","0.50","0.03","0.02","33.3","0.05","0.03","203","0.21","2015-09-11","399670"
"Wind of Luck: Arena","0","0","15","0","1.23","1.23","0.08","0.13","-62.5","1.53","3.01","26","0.56","2015-08-21","380770"
"Relic Hunters Zero: Remix","0","0","15","0","0.56","0.56","0.04","0.02","50.0","0.03","0.03","165","0.28","2015-08-02","382490"
"Discouraged Workers","0","0","15","0","1.11","1.11","0.07","0.05","28.6","0.53","0.61","37","0.49","2015-07-07","371120"
"Super Star Path","0","0","15","0","0.50","0.50","0.03","0.03","0.0","0.03","0.10","152","0.21","2015-06-22","375120"
"Anomaly Zone","0","0","15","0","1.06","1.06","0.07","0.04","42.9","0.18","0.62","58","0.49","2015-06-16","316390"
"Red Bit Ninja","0","0","15","0","2.00","2.00","0.13","0.08","38.5","0.05","0.30","32","0.90","2015-06-11","364900"
"Cave Coaster","0","0","15","0","0.45","0.45","0.03","0.02","33.3","0.03","0.03","254","0.21","2015-06-05","371000"
"RESCUE 2","0","0","15","0","0.77","0.77","0.05","0.09","-80.0","0.67","0.39","63","0.35","2015-05-29","339210"
"Spaceforce Rogue Universe HD","0","0","15","0","1.21","1.21","0.08","0.07","12.5","0.05","1.66","33","0.56","2015-05-28","372480"
"Sparkle 2","0","0","15","0","0.98","0.98","0.07","0.03","57.1","0.92","0.07","62","0.49","2015-05-27","370550"
"GUILTY GEAR XX ACCENT CORE PLUS R","0","0","15","0","0.63","0.63","0.04","0.04","0.0","0.08","0.04","492","0.28","2015-05-26","348550"
"Potatoman Seeks the Troof","0","0","15","0","0.50","0.50","0.03","0.02","33.3","0.03","0.03","287","0.21","2015-05-21","328500"
"Pixel: ru²","0","0","15","0","1.42","1.42","0.09","0.34","-277.8","2.66","0.36","306","0.63","2015-05-20","351170"
"Castaway Paradise","0","0","15","0","0.59","0.59","0.04","0.03","25.0","0.07","0.05","172","0.28","2015-05-04","304950"
"The Adventures of Tree","0","0","15","0","0.59","0.59","0.04","0.02","50.0","0.04","0.03","188","0.28","2015-05-01","354860"
"Warhammer 40,000: Space Marine - Anniversary Edition","0","0","15","0","0.61","0.61","0.04","0.02","50.0","0.04","0.04","1085","0.28","2015-04-27","55150"
"Starlight Tactics","0","0","15","0","0.75","0.75","0.05","0.08","-60.0","3.98","2.77","32","0.35","2015-04-07","354050"
"Littlewitch Romanesque: Editio Regia","0","0","15","0","0.98","0.98","0.07","0.25","-257.1","0.67","1.27","43","0.49","2015-04-03","349300"
"Towers of Altrac","0","0","15","0","0.49","0.49","0.03","0.02","33.3","0.10","0.05","103","0.21","2015-03-07","333660"
"Jagged Alliance 2 - Wildfire","0","0","15","0","0.70","0.70","0.05","0.04","20.0","0.03","0.03","1051","0.35","2015-03-05","215930"
"Isbarah","0","0","15","0","1.97","1.97","0.13","0.08","38.5","0.06","2.94","23","0.90","2015-02-27","333510"
"Survivor Squad: Gauntlets","0","0","15","0","0.54","0.54","0.04","0.03","25.0","0.07","0.03","129","0.28","2015-02-17","331720"
"Mordheim: City of the Damned","0","0","15","0","0.72","0.72","0.05","0.06","-20.0","0.05","0.88","215","0.35","2015-02-06","276810"
"Grim Fandango Remastered","0","0","15","0","0.61","0.61","0.04","0.03","25.0","0.05","0.05","437","0.28","2015-01-29","316790"
"Raven's Cry","0","0","15","0","0.67","0.67","0.04","0.03","25.0","0.03","0.03","371","0.28","2015-01-24","281130"
"Earth 2160","0","0","15","0","0.60","0.60","0.04","0.02","50.0","0.03","0.03","1835","0.28","2015-01-05","1900"
"Two Worlds: Epic Edition","0","0","15","0","0.50","0.50","0.03","0.02","33.3","0.03","0.03","2361","0.21","2015-01-03","1930"
"Two Worlds II HD","0","0","15","0","0.57","0.57","0.04","0.02","50.0","0.03","0.03","1495","0.28","2015-01-03","7520"
"LISA","0","0","15","0","0.85","0.85","0.06","0.04","33.3","0.05","0.05","151","0.42","2014-12-15","335670"
"Soul Axiom","0","0","15","0","1.01","1.01","0.07","0.08","-14.3","0.10","1.07","47","0.49","2014-12-04","279900"
"GhostshipAftermath","0","0","15","0","1.07","1.07","0.07","0.07","0.0","0.28","0.05","36","0.49","2014-12-01","280890"
"Starbound","0","0","15","0","0.60","0.60","0.04","0.02","50.0","0.05","0.05","4319","0.28","2014-10-06","211820"
"Wasteland 2","0","0","15","0","0.60","0.60","0.04","0.03","25.0","0.05","0.05","243","0.28","2014-09-19","240760"
"Depth Hunter 2: Deep Dive","0","0","15","0","0.66","0.66","0.04","0.02","50.0","0.03","0.03","150","0.28","2014-09-15","248530"
"Power-Up","0","0","15","0","0.57","0.57","0.04","0.02","50.0","0.03","0.04","194","0.28","2014-08-28","312640"
"Dragon's Prophet (EU)","0","0","15","0","1.24","1.24","0.08","0.05","37.5","0.22","1.05","71","0.56","2014-07-10","259020"
"Battle Group 2","0","0","15","0","0.49","0.49","0.03","0.02","33.3","0.03","0.03","197","0.21","2014-06-13","277490"
"Pixel Piracy","0","0","15","0","0.60","0.60","0.04","0.02","50.0","0.05","0.06","260","0.28","2014-06-10","264140"
"QuestRun","0","0","15","0","0.58","0.58","0.04","0.02","50.0","0.03","0.03","199","0.28","2014-06-02","286120"
"RADical ROACH Remastered","0","0","15","0","0.60","0.60","0.04","0.02","50.0","0.03","0.03","1122","0.28","2014-05-16","301750"
"BloodRayne: Betrayal (Legacy)","0","0","15","0","0.92","0.92","0.06","0.06","0.0","0.09","0.39","53","0.42","2014-04-30","281220"
"Battlepillars Gold Edition","0","0","15","0","0.68","0.68","0.05","0.02","60.0","0.10","0.03","98","0.35","2014-04-24","280930"
"Ground Pounders","0","0","15","0","0.52","0.52","0.03","0.02","33.3","0.03","0.03","233","0.21","2014-04-15","267730"
"Deadfall Adventures","0","0","15","0","0.62","0.62","0.04","0.03","25.0","0.06","0.35","185","0.28","2013-11-19","231330"
"99 Spirits","0","0","15","0","0.97","0.97","0.06","0.07","-16.7","1.09","0.04","54","0.42","2013-11-12","258090"
"Delve Deeper","0","0","15","0","0.79","0.79","0.05","0.04","20.0","0.07","0.05","81","0.35","2013-09-02","63800"
"Retro City Rampage™ DX","0","0","15","0","0.56","0.56","0.04","0.03","25.0","0.06","0.04","198","0.28","2013-07-21","204630"
"Fallen Enchantress: Legendary Heroes","0","0","15","0","0.56","0.56","0.04","0.03","25.0","175.84","0.05","234","0.28","2013-07-16","228260"
"Secret World Legends","0","0","15","0","0.66","0.66","0.04","0.04","0.0","0.06","0.06","209","0.28","2013-07-15","215280"
"Sins of a Solar Empire: Rebellion","0","0","15","0","0.59","0.59","0.04","0.02","50.0","0.07","0.05","5986","0.28","2013-07-14","204880"
"Organ Trail: Director's Cut","0","0","15","0","0.66","0.66","0.04","0.03","25.0","0.15","0.04","180","0.28","2013-07-14","233740"
"Brütal Legend","0","0","15","0","0.60","0.60","0.04","0.02","50.0","0.03","0.03","1067","0.28","2013-06-17","225260"
"Sail Forth","0","0","14","0","1.74","1.74","0.12","0.17","-41.7","0.19","0.54","23","0.73","2022-12-24","1031460"
"Richman 11","0","0","14","0","0.56","0.56","0.04","0.03","25.0","0.34","0.10","112","0.24","2022-11-10","2074800"
"Sex and the Furry Titty 2: Sins of the City","0","0","14","0","0.97","0.97","0.07","0.06","14.3","0.59","0.75","133","0.43","2022-10-25","1750200"
"Teenage Mutant Ninja Turtles: The Cowabunga Collection","0","0","14","0","1.40","1.40","0.10","0.07","30.0","0.78","0.88","61","0.61","2022-08-30","1659600"
"Arcade Paradise","0","0","14","0","0.95","0.95","0.07","0.13","-85.7","2.10","1.80","50","0.43","2022-08-18","1388870"
"B.I.O.T.A.","0","0","14","0","0.56","0.56","0.04","0.04","0.0","1.34","0.31","43","0.24","2022-06-29","1640320"
"Cult of the Lamb","0","0","14","0","1.02","1.02","0.07","0.06","14.3","0.06","0.05","2253","0.43","2022-06-28","1313140"
":THE LONGING:","0","0","14","0","1.02","1.02","0.07","0.06","14.3","0.07","0.05","170","0.43","2022-06-13","893850"
"Arcadia Fallen","0","0","14","0","0.84","0.84","0.06","0.71","-1,083.3","0.64","0.64","149","0.37","2022-04-11","1174640"
"Kardboard Kings","0","0","14","0","0.73","0.73","0.05","0.04","20.0","0.50","0.10","47","0.30","2022-03-25","1298480"
"Chevalier Historie","0","0","14","0","1.06","1.06","0.08","0.09","-12.5","0.53","0.20","30","0.49","2022-03-02","1413960"
"FINAL FANTASY VI","0","0","14","0","0.82","0.82","0.06","0.06","0.0","0.08","0.05","176","0.37","2022-02-24","1173820"
"Super Animal Royale","0","0","14","0","0.88","0.88","0.06","0.05","16.7","0.50","0.52","122","0.37","2022-02-23","843380"
"Nobody Saves the World","0","0","14","0","0.56","0.56","0.04","0.03","25.0","0.05","0.11","194","0.24","2022-02-08","1432050"
"Life is Strange Remastered","0","0","14","0","0.96","0.96","0.07","0.06","14.3","0.29","0.29","151","0.43","2022-02-02","1265920"
"Life is Strange: Before the Storm Remastered","0","0","14","0","0.96","0.96","0.07","0.08","-14.3","1.72","0.23","157","0.43","2022-02-02","1265930"
"Youtubers Life 2","0","0","14","0","0.68","0.68","0.05","0.04","20.0","0.05","0.06","162","0.30","2021-11-23","1493760"
"SkateBIRD","0","0","14","0","0.76","0.76","0.05","0.10","-100.0","2.79","0.09","38","0.30","2021-10-27","971030"
"Frontline: World War II","0","0","14","0","0.82","0.82","0.06","N/A","0.0","0.36","9.40","24","0.37","2021-10-06","1394500"
"Rogue State Revolution","0","0","14","0","0.62","0.62","0.04","0.06","-50.0","0.56","0.54","84","0.24","2021-09-23","1145340"
